 Molecules IDs (A, B) at every time frame where the distance H_{A}O_{B} is less than 2.45 Angs 

 no. of trajectory at every 10 fs	molecule ID A	molecule ID B	distance O_{B}O_{A} (A)	distance H_{A}O_{B} (A)
          14         173         176   1.53247058       1.59196520    
          14         175         238  0.796753347       1.57964754    
          14         176         189  0.947876036       1.73738468    
          14         177         180   1.58145678       1.66750908    
          14         179         242  0.779372990       1.68091023    
          14         181         184  0.511913180       1.58941174    
          14         183         246   1.26655686       1.76774395    
          14         185         188  0.399492472       1.62024474    
          14         187         250   1.07209063       1.73942852    
          14         189         192  0.510120928       1.62540674    
          14         191         254   1.68952823       1.68570566    
          14         193         196   1.15111506       1.68854141    
          14         196         209  0.983779848       1.64114165    
          14         197         200   1.17424703       1.47057331    
          14         200         213   1.18284965       1.66479218    
          14         201         204   1.74123490       1.68779218    
          14         204         217  0.924182415       1.55991232    
          14         205         208   1.16342103       1.71782231    
          14         208         221  0.579640746       1.67037523    
          14         209         212   1.27264214       1.62361789    
          14         212         225   1.12052679       1.57018828    
          14         213         216   1.23162770       1.65671921    
          14         216         229   1.35956049       1.64581263    
          14         217         220   1.66865754       1.55910039    
          14         220         233   2.25271201       1.60126829    
          14         221         224   1.22191167       1.70022821    
          14         224         237   1.99550498       1.63279748    
          14         225         228  0.776454210       1.68089092    
          14         228         241  0.975091219       1.63571727    
          14         229         232   1.22574723       1.77433276    
          14         232         245  0.977076769       1.67625940    
          14         233         236   1.35205805       1.70745218    
          14         236         249  0.917885721       1.71255541    
          14         237         240   1.32467091       1.63269711    
          14         240         253  0.327494949       1.67611432    
          14         241         244   1.13576305       1.68715858    
          14         245         248  0.604510486       1.66364872    
          14         249         252   1.27774620       1.76496649    
          14         253         256  0.424158990       1.60359299    
          15           1           4   1.29454172       1.60468102    
          15           3          66  0.878328145       1.76111102    
          15           4          17  0.789494872       1.64826894    
          15           5           8   1.52691555       1.63553393    
          15           7          70   1.66663492       1.70448053    
          15           8          21  0.842034876       1.81997788    
          15           9          12   1.46130347       1.66915333    
          15          11          74  0.864974022       1.66829491    
          15          12          25   1.72593832       1.71607828    
          15          13          16  0.868583679       1.62412381    
          15          15          78  0.516639829       1.67150557    
          15          16          29   1.23468018       1.68699372    
          15          17          20  0.984873772       1.65933037    
          15          19          82   1.27615881       1.64447510    
          15          20          33   1.35728180       1.60636210    
          15          21          24  0.854207516       1.73708904    
          15          23          86   1.00826538       1.62284505    
          15          24          37   1.33485854       1.63149405    
          15          25          28   1.91607797       1.61517358    
          15          27          90   1.66602039       1.64646709    
          15          28          41   2.05980182       1.71707726    
          15          29          32   1.00008273       1.68725693    
          15          31          94   1.86796856       1.66902363    
          15          32          45  0.880181432       1.55852616    
          15          33          36   1.91926312       1.75752807    
          15          35          98   1.34011710       1.73290384    
          15          36          49   1.07633996       1.73824990    
          15          37          40   1.91386044       1.59247720    
          15          39         102   1.54803479       1.67759991    
          15          40          53   2.10539603       1.59537745    
          15          41          44   1.21995091       1.72537720    
          15          43         106   1.42409265       1.74663186    
          15          44          57  0.601329923       1.70320392    
          15          45          48   1.02345467       1.67720449    
          15          47         110  0.728637576       1.59036994    
          15          48          61  0.758956969       1.69391537    
          15          49          52   1.10835171       1.63693881    
          15          51         114   1.35430443       1.61884928    
          15          53          56   1.01241481       1.67465997    
          15          55         118  0.525831342       1.63495672    
          15          57          60  0.615227818       1.52462685    
          15          59         122   1.32576358       1.49258685    
          15          61          64   1.11791611       1.62942266    
          15          63         126   1.70521796       1.59832561    
          15          65          68   1.31024981       1.63639033    
          15          67         130   1.20394659       1.66085815    
          15          68          81   1.13757837       1.68975031    
          15          69          72   1.60311365       1.61363780    
          15          71         134   1.47709692       1.69972289    
          15          72          85   1.33534908       1.63781190    
          15          73          76  0.240977958       1.69298589    
          15          75         138   1.22737420       1.71684325    
          15          76          89   1.05456746       1.77838123    
          15          77          80   1.38849866       1.59879327    
          15          79         142  0.484347731       1.72915649    
          15          80          93   1.16917264       1.73081923    
          15          81          84   1.10176468       1.66249454    
          15          83         146  0.647427857       1.57498515    
          15          84          97   1.64309990       1.63850951    
          15          85          88   1.52094173       1.64864314    
          15          87         150   1.00266659       1.68611896    
          15          88         101   1.79554057       1.62869382    
          15          89          92   1.58175743       1.67667663    
          15          91         154   1.04901814       1.71909130    
          15          92         105   1.14519739       1.65400469    
          15          93          96   1.69075716       1.65347660    
          15          95         158   1.31062555       1.63188708    
          15          96         109   1.27420390       1.63974249    
          15          97         100   1.81368911       1.65416789    
          15          99         162   1.25649738       1.62125754    
          15         100         113   1.02932608       1.64324331    
          15         101         104   1.41232932       1.65338027    
          15         103         166   1.10080242       1.72739768    
          15         104         117  0.719858944       1.66967714    
          15         105         108   1.36495614       1.63998151    
          15         107         170   1.03465891       1.61620021    
          15         108         121   1.28271651       1.53828669    
          15         109         112  0.996559918       1.68679953    
          15         111         174  0.593529224       1.67442727    
          15         112         125   1.15881002       1.70373642    
          15         113         116   1.26396763       1.65450883    
          15         115         178   1.17760670       1.76476145    
          15         117         120  0.483489603       1.74830711    
          15         119         182  0.921339631       1.71695566    
          15         121         124   1.49113560       1.65409684    
          15         123         186   1.26342332       1.58045781    
          15         125         128   1.33743286       1.66194928    
          15         127         190   1.19004488       1.62709749    
          15         129         132   1.39408505       1.63712251    
          15         131         194   1.59535515       1.62614965    
          15         132         145   1.38892806       1.53786111    
          15         133         136   1.44859815       1.63352537    
          15         135         198  0.425572962       1.73420930    
          15         136         149   1.06694853       1.58633554    
          15         137         140   2.29853988       1.76986039    
          15         139         202  0.797937691       1.72204423    
          15         140         153   1.67331076       1.62811399    
          15         141         144   1.47062838       1.64189255    
          15         143         206   1.06688082       1.50060558    
          15         144         157  0.864248037       1.62807262    
          15         145         148  0.880133510       1.63082862    
          15         147         210  0.878362775       1.65065575    
          15         148         161   1.59331834       1.75720870    
          15         149         152  0.987471581       1.60184789    
          15         151         214   1.54694211       1.68995583    
          15         152         165   1.65993106       1.71721613    
          15         153         156   1.23930037       1.66982937    
          15         155         218   1.39344406       1.70776129    
          15         156         169   1.34937537       1.75360239    
          15         157         160  0.916808724       1.59675252    
          15         159         222   1.14620745       1.75570846    
          15         160         173   1.33711231       1.59868324    
          15         161         164   1.63554704       1.68022656    
          15         163         226   1.70695317       1.68776572    
          15         164         177   1.32328844       1.69945884    
          15         165         168   1.83819628       1.77250898    
          15         167         230  0.991041183       1.60761547    
          15         168         181   1.19928348       1.64014506    
          15         169         172   1.18988299       1.53175187    
          15         171         234   1.79292834       1.83884513    
          15         172         185  0.758996248       1.58553064    
          15         173         176   1.49512804       1.63611007    
          15         175         238  0.811388433       1.66632390    
          15         176         189   1.01927722       1.72293735    
          15         177         180   1.56937039       1.66059828    
          15         179         242  0.825932622       1.77763271    
          15         181         184  0.522456706       1.61525166    
          15         183         246   1.25820363       1.74166667    
          15         185         188  0.403192520       1.65690923    
          15         187         250  0.996796072       1.66557837    
          15         189         192  0.563723922       1.63653755    
          15         191         254   1.67430675       1.67613494    
          15         193         196   1.19131684       1.64129138    
          15         196         209  0.987691283       1.64578688    
          15         197         200   1.19293559       1.53851986    
          15         200         213   1.22223544       1.67418885    
          15         201         204   1.76598227       1.67311871    
          15         204         217  0.943680406       1.62915242    
          15         205         208   1.24048471       1.76903331    
          15         208         221  0.583367288       1.60293150    
          15         209         212   1.31088495       1.69453776    
          15         212         225   1.18087745       1.61435640    
          15         213         216   1.28256619       1.68763638    
          15         216         229   1.39981842       1.63533282    
          15         217         220   1.58070517       1.53002501    
          15         220         233   2.21407270       1.61649477    
          15         221         224   1.14985299       1.76076376    
          15         224         237   1.93113053       1.64950800    
          15         225         228  0.855582654       1.73688221    
          15         228         241  0.986204684       1.66985381    
          15         229         232   1.27887940       1.82343924    
          15         232         245   1.06986237       1.62195170    
          15         233         236   1.37683845       1.68564487    
          15         236         249  0.950773299       1.65491414    
          15         237         240   1.29853928       1.69102991    
          15         240         253  0.353068292       1.72608984    
          15         241         244   1.07657862       1.63385665    
          15         245         248  0.608636677       1.68347991    
          15         249         252   1.25202751       1.75723708    
          15         253         256  0.516419291       1.63924026    
          16           1           4   1.18747175       1.57389700    
          16           3          66  0.816854239       1.73468733    
          16           4          17  0.713818312       1.69392622    
          16           5           8   1.43848717       1.66031480    
          16           7          70   1.64906454       1.73561597    
          16           8          21  0.773196042       1.78155041    
          16           9          12   1.50743532       1.70443368    
          16          11          74  0.857864618       1.62514627    
          16          12          25   1.77071381       1.79517770    
          16          13          16  0.876760960       1.69360816    
          16          15          78  0.520902336       1.68183494    
          16          16          29   1.21023583       1.69086719    
          16          17          20   1.01700306       1.68900216    
          16          19          82   1.27741337       1.60290134    
          16          20          33   1.40977502       1.61579859    
          16          21          24  0.846764863       1.77061999    
          16          23          86   1.01457787       1.58721399    
          16          24          37   1.36107683       1.62910497    
          16          25          28   1.89054894       1.68744719    
          16          27          90   1.69206619       1.65304053    
          16          28          41   1.97386932       1.63405490    
          16          29          32  0.934295595       1.63246047    
          16          31          94   1.85768354       1.71305346    
          16          32          45  0.915229559       1.64307189    
          16          33          36   1.98113191       1.73547113    
          16          35          98   1.27990270       1.72514784    
          16          36          49   1.06623828       1.68243659    
          16          37          40   1.94821274       1.57812059    
          16          39         102   1.58879566       1.83171296    
          16          40          53   2.10409212       1.57845569    
          16          41          44   1.20661235       1.80789459    
          16          43         106   1.42297518       1.69069672    
          16          44          57  0.650579095       1.69299579    
          16          45          48   1.05068970       1.66160262    
          16          47         110  0.706643701       1.67588544    
          16          48          61  0.740418673       1.62701452    
          16          49          52   1.11700630       1.68286812    
          16          51         114   1.42241192       1.72052920    
          16          53          56  0.986285388       1.79956281    
          16          55         118  0.455749094       1.58476710    
          16          57          60  0.669839680       1.55836463    
          16          59         122   1.31716263       1.54576850    
          16          61          64   1.16398144       1.72187972    
          16          63         126   1.67243361       1.62195778    
          16          65          68   1.28078890       1.60013950    
          16          67         130   1.13678384       1.63175869    
          16          68          81   1.04836321       1.64391506    
          16          69          72   1.47708118       1.61019135    
          16          71         134   1.40335000       1.58451605    
          16          72          85   1.33137393       1.71302843    
          16          73          76  0.306615204       1.65199101    
          16          75         138   1.22774088       1.73918259    
          16          76          89   1.05870438       1.84633267    
          16          77          80   1.33122945       1.68047094    
          16          79         142  0.576170325       1.79505742    
          16          80          93   1.08164811       1.73453796    
          16          81          84   1.03376937       1.61685276    
          16          83         146  0.717317700       1.63027251    
          16          84          97   1.66627145       1.60346413    
          16          85          88   1.57702410       1.68863976    
          16          87         150  0.976354897       1.68355298    
          16          88         101   1.75752091       1.60255265    
          16          89          92   1.61280644       1.67644680    
          16          91         154   1.04899991       1.63825953    
          16          92         105   1.19314623       1.59580100    
          16          93          96   1.63549900       1.62056720    
          16          95         158   1.32441330       1.61998117    
          16          96         109   1.27737534       1.67233336    
          16          97         100   1.79606271       1.66047776    
          16          99         162   1.27093744       1.75027251    
          16         100         113  0.969384253       1.65789783    
          16         101         104   1.42618966       1.62358904    
          16         103         166   1.12758827       1.61258996    
          16         104         117  0.780481339       1.70918453    
          16         105         108   1.31418681       1.62912464    
          16         107         170   1.03399658       1.63966191    
          16         108         121   1.23189199       1.63274837    
          16         109         112   1.03647017       1.70310378    
          16         111         174  0.569853783       1.61519015    
          16         112         125   1.17638111       1.65079820    
          16         113         116   1.25369990       1.64895558    
          16         115         178   1.18969810       1.68264496    
          16         117         120  0.494200796       1.57035863    
          16         119         182  0.834958136       1.73657906    
          16         121         124   1.48958290       1.62465310    
          16         123         186   1.21348417       1.63609540    
          16         125         128   1.30045283       1.65597725    
          16         127         190   1.23128414       1.55658901    
          16         129         132   1.38826406       1.62277651    
          16         131         194   1.56534505       1.60590768    
          16         132         145   1.41248786       1.56618333    
          16         133         136   1.41425860       1.62726521    
          16         135         198  0.488817543       1.75655544    
          16         136         149   1.07968903       1.68267775    
          16         137         140   2.32984018       1.68439806    
          16         139         202  0.819227874       1.67273080    
          16         140         153   1.69282520       1.67675114    
          16         141         144   1.49817240       1.67655408    
          16         143         206   1.12376595       1.55772936    
          16         144         157  0.803441525       1.56565905    
          16         145         148  0.885288835       1.69891787    
          16         147         210  0.838248491       1.68516397    
          16         148         161   1.64589727       1.76755548    
          16         149         152  0.978393257       1.58016288    
          16         151         214   1.52958655       1.67849123    
          16         152         165   1.61515868       1.54946327    
          16         153         156   1.24530303       1.74596560    
          16         155         218   1.35993540       1.70794833    
          16         156         169   1.33412921       1.71358228    
          16         157         160  0.882123947       1.59081376    
          16         159         222   1.11404169       1.75543654    
          16         160         173   1.31969893       1.61776555    
          16         161         164   1.74174201       1.72799599    
          16         163         226   1.71896517       1.72341013    
          16         164         177   1.42243171       1.71015012    
          16         165         168   1.71469021       1.71481729    
          16         167         230  0.988766611       1.63148952    
          16         168         181   1.04510331       1.65028369    
          16         169         172   1.17646706       1.48441613    
          16         171         234   1.73600197       1.80717874    
          16         172         185  0.818411946       1.61818206    
          16         173         176   1.50977790       1.56009400    
          16         175         238  0.840491652       1.62549567    
          16         176         189   1.13964808       1.70843279    
          16         177         180   1.56217349       1.64351022    
          16         179         242  0.894724011       1.76467788    
          16         181         184  0.508809388       1.62293887    
          16         183         246   1.22812748       1.70484483    
          16         185         188  0.438983977       1.68936574    
          16         187         250  0.977402151       1.62674761    
          16         189         192  0.636872768       1.71580863    
          16         191         254   1.62404537       1.72603583    
          16         193         196   1.26185250       1.62082243    
          16         196         209  0.973855734       1.62445128    
          16         197         200   1.20588911       1.57812071    
          16         200         213   1.25636852       1.62905979    
          16         201         204   1.79385829       1.64218438    
          16         204         217  0.943075836       1.63293326    
          16         205         208   1.30320072       1.75406504    
          16         208         221  0.603241920       1.65069473    
          16         209         212   1.27746212       1.71865153    
          16         212         225   1.16862750       1.60921049    
          16         213         216   1.28699636       1.71876323    
          16         216         229   1.32339907       1.66408205    
          16         217         220   1.46835220       1.57948673    
          16         220         233   2.12437606       1.57068539    
          16         221         224   1.10166967       1.64645529    
          16         224         237   1.84734070       1.59335113    
          16         225         228  0.851981699       1.74811494    
          16         228         241  0.956957698       1.67957819    
          16         229         232   1.20109880       1.77285326    
          16         232         245   1.14203334       1.67597413    
          16         233         236   1.34798133       1.70400012    
          16         236         249  0.974222422       1.73397064    
          16         237         240   1.26202428       1.63578844    
          16         240         253  0.343662858       1.65151715    
          16         241         244   1.02436805       1.67848718    
          16         245         248  0.702740431       1.70668948    
          16         249         252   1.20047772       1.75798202    
          16         253         256  0.568953574       1.63071465    
          17           1           4   1.12532735       1.57503390    
          17           3          66  0.754813850       1.69035828    
          17           4          17  0.667939246       1.62322223    
          17           5           8   1.35739625       1.58503008    
          17           7          70   1.65727818       1.67732036    
          17           8          21  0.717814088       1.78663754    
          17           9          12   1.49497783       1.65231156    
          17          11          74  0.867076755       1.63549244    
          17          12          25   1.79344499       1.74952090    
          17          13          16  0.878691912       1.79733014    
          17          15          78  0.539114356       1.69527984    
          17          16          29   1.15901065       1.64330482    
          17          17          20   1.01509404       1.59935510    
          17          19          82   1.32691574       1.60110760    
          17          20          33   1.41954708       1.67661023    
          17          21          24  0.806196749       1.65312529    
          17          23          86  0.987469912       1.52831483    
          17          24          37   1.41577613       1.71049321    
          17          25          28   1.87700105       1.72059488    
          17          27          90   1.71203172       1.75750339    
          17          28          41   1.86361575       1.68937933    
          17          29          32  0.875205338       1.63655221    
          17          31          94   1.81867588       1.64672530    
          17          32          45  0.959027767       1.64456975    
          17          33          36   1.99731266       1.80140769    
          17          35          98   1.23722231       1.74700499    
          17          36          49   1.05756581       1.68183303    
          17          37          40   1.98469794       1.63963389    
          17          39         102   1.65307271       1.79959261    
          17          40          53   2.06557274       1.53705573    
          17          41          44   1.20207775       1.85849988    
          17          43         106   1.40875971       1.65348792    
          17          44          57  0.719057083       1.69630456    
          17          45          48   1.11491919       1.68562746    
          17          47         110  0.691878140       1.65059197    
          17          48          61  0.709071875       1.62952042    
          17          49          52   1.15633929       1.66294515    
          17          51         114   1.43159020       1.70179152    
          17          53          56  0.930076480       1.73028862    
          17          55         118  0.472282082       1.61116815    
          17          57          60  0.678761065       1.61514199    
          17          59         122   1.33088171       1.57072532    
          17          61          64   1.14322257       1.72197270    
          17          63         126   1.63480949       1.57342958    
          17          65          68   1.24339271       1.65248966    
          17          67         130   1.09650278       1.67926276    
          17          68          81   1.02376688       1.67213130    
          17          69          72   1.31326675       1.57001305    
          17          71         134   1.26994145       1.55660117    
          17          72          85   1.23421109       1.66383362    
          17          73          76  0.380205899       1.64330876    
          17          75         138   1.22557211       1.67133129    
          17          76          89   1.09048355       1.80164146    
          17          77          80   1.27872419       1.75341451    
          17          79         142  0.665581286       1.74481738    
          17          80          93  0.972312093       1.65936089    
          17          81          84   1.06358635       1.66343009    
          17          83         146  0.800516129       1.63703036    
          17          84          97   1.72746789       1.54832435    
          17          85          88   1.60285187       1.63595378    
          17          87         150  0.990786791       1.60562873    
          17          88         101   1.75502503       1.67566085    
          17          89          92   1.57493782       1.64966536    
          17          91         154   1.09223938       1.67203963    
          17          92         105   1.18618047       1.67021334    
          17          93          96   1.53598726       1.55112565    
          17          95         158   1.34735525       1.68534625    
          17          96         109   1.24712491       1.64360559    
          17          97         100   1.78777301       1.61268353    
          17          99         162   1.22676802       1.71984458    
          17         100         113  0.921209157       1.67620289    
          17         101         104   1.49745047       1.63256776    
          17         103         166   1.10543573       1.58351588    
          17         104         117  0.855358005       1.72643399    
          17         105         108   1.27781475       1.63938808    
          17         107         170  0.999498427       1.68550348    
          17         108         121   1.24279797       1.62035441    
          17         109         112   1.05812705       1.68057835    
          17         111         174  0.569705129       1.58670020    
          17         112         125   1.20184541       1.55830741    
          17         113         116   1.22511959       1.64669371    
          17         115         178   1.17503989       1.66184258    
          17         117         120  0.515705764       1.66143882    
          17         119         182  0.709258497       1.66523921    
          17         121         124   1.49599612       1.63410795    
          17         123         186   1.20752609       1.64098585    
          17         125         128   1.26127768       1.71486330    
          17         127         190   1.26497936       1.59336507    
          17         129         132   1.41893160       1.67081189    
          17         131         194   1.57809687       1.76052189    
          17         132         145   1.43309259       1.67592704    
          17         133         136   1.36800790       1.65797853    
          17         135         198  0.564240932       1.70556176    
          17         136         149   1.06753325       1.50124228    
          17         137         140   2.36603451       1.64370668    
          17         139         202  0.853714406       1.63850045    
          17         140         153   1.71016586       1.63083804    
          17         141         144   1.54153407       1.63181603    
          17         143         206   1.17148018       1.60188031    
          17         144         157  0.795613647       1.49031126    
          17         145         148  0.901572406       1.67471027    
          17         147         210  0.845009387       1.71102750    
          17         148         161   1.67741549       1.74968469    
          17         149         152  0.963305593       1.65650165    
          17         151         214   1.51345980       1.72530794    
          17         152         165   1.58783937       1.67960238    
          17         153         156   1.22700095       1.70974267    
          17         155         218   1.34973228       1.77270484    
          17         156         169   1.32813156       1.76510358    
          17         157         160  0.821824551       1.66478693    
          17         159         222   1.08947766       1.68734562    
          17         160         173   1.25782204       1.63129449    
          17         161         164   1.79149795       1.76385534    
          17         163         226   1.72772312       1.69342875    
          17         164         177   1.53062212       1.70353758    
          17         165         168   1.62501168       1.65319180    
          17         167         230   1.01635683       1.69723463    
          17         168         181  0.923381269       1.58841026    
          17         169         172   1.20428026       1.53641200    
          17         171         234   1.67849576       1.75816262    
          17         172         185  0.963667274       1.56946743    
          17         173         176   1.49590278       1.71598327    
          17         175         238  0.868917763       1.67179823    
          17         176         189   1.19008291       1.70969868    
          17         177         180   1.62408829       1.66607499    
          17         179         242  0.921883106       1.68235791    
          17         181         184  0.504301667       1.63436151    
          17         183         246   1.20274079       1.58309031    
          17         185         188  0.524324894       1.73538077    
          17         187         250   1.00488007       1.55323088    
          17         189         192  0.658461988       1.64034688    
          17         191         254   1.61308229       1.71623588    
          17         193         196   1.38609529       1.60475767    
          17         196         209   1.00581169       1.66784751    
          17         197         200   1.21759057       1.68036056    
          17         200         213   1.24087787       1.60706782    
          17         201         204   1.79867506       1.63660860    
          17         204         217  0.955920339       1.56492758    
          17         205         208   1.32479644       1.74007189    
          17         208         221  0.621428370       1.68064666    
          17         209         212   1.20865095       1.61705995    
          17         212         225   1.11719668       1.70783949    
          17         213         216   1.26014781       1.70860302    
          17         216         229   1.20927858       1.69583070    
          17         217         220   1.42190981       1.61881149    
          17         220         233   2.10029602       1.48256063    
          17         221         224   1.04500580       1.64987397    
          17         224         237   1.78889966       1.61752188    
          17         225         228  0.845539629       1.70503724    
          17         228         241  0.921893001       1.66438723    
          17         229         232   1.14944339       1.71578681    
          17         232         245   1.25841677       1.70642471    
          17         233         236   1.33085859       1.69094479    
          17         236         249  0.963706970       1.68033624    
          17         237         240   1.25551617       1.65926337    
          17         240         253  0.317385852       1.68164611    
          17         241         244  0.960043252       1.65754557    
          17         245         248  0.769401014       1.71144104    
          17         249         252   1.09996831       1.75153410    
          17         253         256  0.581216633       1.64217532    
          18           1           4   1.16101122       1.61052191    
          18           3          66  0.699485540       1.69623148    
          18           4          17  0.689248860       1.68728364    
          18           5           8   1.29694402       1.67927325    
          18           7          70   1.62485647       1.58859599    
          18           8          21  0.661374927       1.77630568    
          18           9          12   1.40686345       1.65659857    
          18          11          74  0.906067014       1.69200885    
          18          12          25   1.74627948       1.68377173    
          18          13          16  0.841832161       1.76930821    
          18          15          78  0.554245830       1.77817953    
          18          16          29   1.10025942       1.62946093    
          18          17          20   1.03283036       1.63971817    
          18          19          82   1.36547816       1.62918365    
          18          20          33   1.47389889       1.68528199    
          18          21          24  0.686725259       1.57983673    
          18          23          86  0.975847840       1.52859986    
          18          24          37   1.40249336       1.70681489    
          18          25          28   1.86684072       1.70153570    
          18          27          90   1.70845795       1.72856140    
          18          28          41   1.76230109       1.55612469    
          18          29          32  0.830019593       1.59022248    
          18          31          94   1.73936260       1.65392983    
          18          32          45  0.969485819       1.76449227    
          18          33          36   2.05417061       1.74219310    
          18          35          98   1.23383856       1.67814469    
          18          36          49   1.10664737       1.58857524    
          18          37          40   2.00883460       1.58455050    
          18          39         102   1.69585216       1.77124119    
          18          40          53   2.04548478       1.57577217    
          18          41          44   1.16199493       1.78470027    
          18          43         106   1.38417661       1.61067247    
          18          44          57  0.772794187       1.71919298    
          18          45          48   1.18285704       1.73651838    
          18          47         110  0.725379348       1.72135365    
          18          48          61  0.706548274       1.58378971    
          18          49          52   1.20969903       1.66990471    
          18          51         114   1.41563964       1.67913389    
          18          53          56  0.877934933       1.70974040    
          18          55         118  0.472517461       1.67070889    
          18          57          60  0.679367304       1.66399384    
          18          59         122   1.32082379       1.63039672    
          18          61          64   1.14787662       1.77737629    
          18          63         126   1.60657251       1.66098642    
          18          65          68   1.21925807       1.66219997    
          18          67         130  0.981307089       1.71795869    
          18          68          81  0.984982312       1.64699447    
          18          69          72   1.23690355       1.59970009    
          18          71         134   1.15952766       1.53140903    
          18          72          85   1.15700614       1.59513938    
          18          73          76  0.418960720       1.66182506    
          18          75         138   1.25268829       1.72458291    
          18          76          89   1.06663299       1.91435182    
          18          77          80   1.24503136       1.77217054    
          18          79         142  0.742114723       1.81726909    
          18          80          93  0.840638697       1.66805029    
          18          81          84   1.09535062       1.75238323    
          18          83         146  0.901349425       1.75713849    
          18          84          97   1.75074518       1.59514427    
          18          85          88   1.55586517       1.67138541    
          18          87         150  0.972040355       1.64920700    
          18          88         101   1.68608248       1.69724834    
          18          89          92   1.55204868       1.66962743    
          18          91         154   1.10054636       1.71810567    
          18          92         105   1.18494415       1.61130428    
          18          93          96   1.43921340       1.60449696    
          18          95         158   1.36571515       1.75574183    
          18          96         109   1.19833696       1.62023437    
          18          97         100   1.78277707       1.60709596    
          18          99         162   1.13835144       1.63040221    
          18         100         113  0.911783874       1.70139277    
          18         101         104   1.52697909       1.60345829    
          18         103         166   1.07160664       1.61250710    
          18         104         117  0.915615320       1.60954130    
          18         105         108   1.22374022       1.59448230    
          18         107         170  0.982142866       1.77148592    
          18         108         121   1.26877022       1.66713965    
          18         109         112   1.03781223       1.62045562    
          18         111         174  0.588889301       1.59139037    
          18         112         125   1.19944870       1.56046855    
          18         113         116   1.15855312       1.64289093    
          18         115         178   1.13325560       1.67809904    
          18         117         120  0.537768960       1.55937386    
          18         119         182  0.629517257       1.66222680    
          18         121         124   1.51394546       1.66689360    
          18         123         186   1.20947349       1.63204658    
          18         125         128   1.23468351       1.68642926    
          18         127         190   1.30336094       1.60149455    
          18         129         132   1.46035075       1.60228693    
          18         131         194   1.59611821       1.75050199    
          18         132         145   1.43527794       1.62063932    
          18         133         136   1.28824353       1.63408971    
          18         135         198  0.626499414       1.81525898    
          18         136         149   1.06464255       1.49574125    
          18         137         140   2.44577074       1.69466329    
          18         139         202  0.861828148       1.62313175    
          18         140         153   1.71383297       1.67417562    
          18         141         144   1.56735194       1.65458548    
          18         143         206   1.21858001       1.59328163    
          18         144         157  0.800920904       1.56249201    
          18         145         148  0.919509411       1.60995591    
          18         147         210  0.877097487       1.64817584    
          18         148         161   1.67113531       1.77889609    
          18         149         152   1.05688238       1.64176238    
          18         151         214   1.47745860       1.68164527    
          18         152         165   1.57113123       1.66287327    
          18         153         156   1.20909202       1.72784925    
          18         155         218   1.32924974       1.73802161    
          18         156         169   1.36870003       1.70680451    
          18         157         160  0.800336123       1.65168154    
          18         159         222   1.08714521       1.68549013    
          18         160         173   1.19495416       1.68922949    
          18         161         164   1.75708902       1.68803275    
          18         163         226   1.73490024       1.70404637    
          18         164         177   1.61885870       1.76130044    
